Name,Number,website,Email 1,Email 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauer Fitness Magazyn,+48 697 942 851,http://www.bauerfitness.com/,bartek.mazalon@o2.pl,online@bauerfitness.com,sales2@bauerfitness.com,sales3@bauerfitness.com,sales@bauerfitness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARE-HOUSE NOWA DĘBA,+48 884 991 298,http://ware-house.pl/,bok@ddregistrar.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTPark Rzeszów,+48 696 870 000,http://ctp.eu/,jaromir.cernik@ctp.eu,rkmlaw@ctp.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greinplast Sp. o.o. Showroom,+48 17 859 14 65,http://www.greinplast.pl/,krasne@greinplast.pl,sekretariat@greinplast.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW-Narzędzia - Centrum Logistyczne,+48 85 663 14 10,http://www.aw-narzedzia.pl/,biuro@aw-narzedzia.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMP Centrum logistyczne,+48 577 471 111,https://jmplogistics.pl/,biuro@jmplogistics.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magazyn Kaizen Bielsk Podlaski,+48 533 255 125,http://www.kaizen.pl/,-210812233047@2x.webp,-220727142609@2x.webp,15-210806225958@2x.webp,2025.10.17-251017111035-hd@2x.webp,2026.02.10-260210165806-hd@2x.webp,2026.03.17-260317154414-hd@2x.webp,2026.03.30-260330164639-hd@2x.webp,2026.04.01-260407123934-hd@2x.webp,2026.04.09-260409165329-hd@2x.webp,2026.04.23-260423165422-hd@2x.webp,XMLID_808_-210812233050@2x.webp,baner_zaufajnam-220927223249@2x.webp,bialystok@kaizen.pl,bielsk@kaizen.pl,drill-210812233049@2x.webp,ebm_kaizen-220926151421@2x.webp,fasady-wentylowane-220912181733@2x.webp,handlowy@kaizen.pl,ikona_dach2-250429120910@2x.webp,izba-221203000051@2x.webp,kaizen_dla_architektow-220727145710@2x.webp,ksiegowosc@kaizen.pl,marketing@kaizen.pl,oil-barrel-210812233049@2x.webp,oknostolarka-230208155841@2x.webp,outline-210806223558@2x.webp,paint-210812233048@2x.webp,sponge-210812233048@2x.webp,tiles-210812233047@2x.webp,vinderen-strefa-partnerow-krajowy-klaster-budowlany-350x317-1-250129170520@2x.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIKKO S.A. Magazyn,+48 664 061 769,https://www.rowerzysta.pl/,pko@2x.png,sklep@rowerzysta.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladung Sp. z o.o. Centrum Logistyczne,+48 602 282 330,https://ladung.pl/,biuro@ladung.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greinplast Oddział Bialystok,,http://www.greinplast.pl/,krasne@greinplast.pl,sekretariat@greinplast.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurocash Dystrybucja,+48 81 461 26 80,https://dystrybucja.grupaeurocash.pl/,cok@eurocash.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSV,+48 506 003 260,https://www.dsv.com/pl-pl/,info@cookieinformation.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANGOWSKI LOGISTICS (CFS) MAGAZYN GDANSK,+48 58 355 74 00,https://langowski.eu/uslugi/logistyka-magazynowa/magazyn-gdansk/,info@langowski.eu,magazyny@langowski.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savino Del Bene Poland Sp. z o.o. - Magazyn Gdańsk,+48 451 163 001,https://www.savinodelbene.com/poland/,cracow@savinodelbene.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Grain Polska sp. z o.o. warehouse in the port Gdynia,+48 690 550 158,http://www.maxgrain.com/,biuro@maxgrain.com,cristofer.cieslak@maxgrain.com,damian.cichocki@maxgrain.com,faktury@maxgrain.com,joanna.onderska@maxgrain.com,logistyka@maxgrain.com,michal.ignaczak@maxgrain.com,natalia.poninska@maxgrain.com,natalia.witaszek@maxgrain.com,radoslav@maxgrain.com,rafal.zawistowski@maxgrain.com,tomasz.onderski@maxgrain.com,umowy@maxgrain.com,yevhen.horbunov@maxgrain.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3 Logistic Parks,,https://www.p3parks.com/our-locations/poland/p3-gdansk,info.office@p3parks.com,info@p3parks.com,michal.kowalczyk@p3parks.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Park Ruda Śląska,+48 22 218 36 00,https://www.prologisruda.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProLogis Park Chorzow,+48 662 121 503,https://prologisparkchorzow.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLP Park Gliwice II,,https://eu.glp.com/pl/nieruchomo%C5%9Bci/gliwice-ii-logistics-centre/,Marq-Logo-primary@2x.webp,eu-marketing@glp.com,mzuchniewicz@marqlogistics.com,ravi@blueflamingo.solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7R Park Kielce - magazyny do wynajęcia,+48 22 270 13 90,https://www.7rsa.pl/magazyny/7R-Park-Kielce?utm_source=googlemaps&utm_medium=organic&utm_campaign=wizytowka-kielce,administrator.rodo@7rsa.pl,bartosz.kwasniewski@7rsa.pl,biuro@7rsa.pl,jakub.rzezuchowski@7rsa.pl,np.jan@poczta.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurocash Dystrybucja,+48 32 661 03 30,https://dystrybucja.grupaeurocash.pl/,cok@eurocash.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grupa Lewandowski sp. z o. o.,+48 534 978 739,https://fulfillment-polska.pl/,kontakt@fulfillment-polska.pl,twoj@email.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wipasz S.A.,+48 89 543 56 50,http://wipasz.pl/?utm_medium=organic&utm_source=google_maps&utm_campaign=google_maps&utm_content=web_url,dlamediow@wipasz.pl,info@wipasz.pl,kadry@wipasz.pl,logistyka.mlawa@wipasz.pl,logistyka.surowce@wipasz.pl,rekrutacja.mlawa@wipasz.pl,rekrutacja.mp@wipasz.pl,salessupport@wipasz.pl,transport@wipasz.pl,zamowienia@wipasz.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House Machinery Parts,+48 690 212 644,http://www.silowniki-maszyny.pl/,sylwia@hmp.olsztyn.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neptun Sp. z o.o. oddział Olsztyn,+48 885 235 200,https://www.neptun.lublin.pl/,budowlany@neptun.lublin.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemia Sp. z o.o. oddział Olsztyn,+48 532 087 026,http://www.chemiagda.pl/,sekretariat@chemiagda.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merida Olsztyn,+48 89 535 84 91,https://merida.com.pl/oddzialy/merida-olsztyn,olsztyn@merida.com.pl,remigiusz.jarosz@merida.com.pl,slawomir.pazdziorko@merida.com.pl,wojciech.jarosz@merida.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asimpex Wytwórnia Mebli,+48 89 512 01 94,http://www.asimpex.pl/,asimpex@asimpex.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Własny Box Self Storage Olsztyn,+48 504 604 750,https://www.wlasnybox.pl/,kontakt@wlasnybox.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centrum Logistyczne Hillwood Poznań Czempiń,+48 690 000 225,https://www.hillwood.pl/nieruchomosci/hillwood-poznan-czempin/,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warehouse Box,,https://www.warehousebox.net/,hello@warehousebox.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Park Poznań II,+48 74 120 90 39,https://www.prologispoznan2.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3 Poznań,,https://www.p3parks.com/pl/parki-p3/platforma-5/mapa-5/3-p3-poznan/podstawowe-informacje/,info.office@p3parks.com,info@p3parks.com,michalina.ksieniewicz@p3parks.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermespol - MAGAZYN A2,+48 509 914 010,https://hermespol.com.pl/magazyn/,biuro@hermespol.com.pl,coordinator@hermespol.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland Raben Logistics Headquarters,+48 61 898 88 00,https://polska.raben-group.com/?utm_source=Google&utm_medium=GMB+RLP&utm_campaign=GMB+RLP,759ec9b3154a0b4947ff9df6e3d9af3a@www.sentry.macopedia-dev.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Warehouse,,http://modern-warehouse.pl/,bok@forum-media.pl,joanna.ochocka-wieczorek@forum-media.pl,katarzyna.witowska-gora@forum-media.pl,pawel.los@vertiflex.eu,piotr.motyl@forum-media.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warehouse Monitor,+48 61 646 91 30,http://warehouse-monitor.pl/,adam.turek@4content.pl,marek.kozlowicz@4content.pl,prenumerata-wm@4content.pl,sebastian.sliwienski@4content.pl,tomasz.zygarlowski@4content.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECTA POLSKA Sp. z oo,+48 61 823 41 51,http://www.ecta.com.pl/,info@ecta-gmbh.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOGISTEED Poland Magazyn Poznań,+48 512 352 598,https://esa-logistics.cz/pl/,info@esa-logistics.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westwing ELC5,,https://www.westwing.pl/campaign/,service@westwing.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminal Poznań,+48 882 644 222,https://www.facebook.com/terminalpoznan,terminal@terminalpoznan.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW - Magazyn,,http://www.cdw.net.pl/,flags@2x.webp,globe@2x.webp,jan@kowalski.com,sklep@cdw.net.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvato Polska,+48 61 652 88 00,http://arvato.com/,cxc@arvato.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Logistics Poland,+48 61 898 84 00,https://polska.raben-group.com/o-nas/grupa-raben-w-polsce/fresh-logistics-polska/?utm_source=Google&utm_medium=GMB+Fresh-R&utm_campaign=GMB+Fresh+Raben,759ec9b3154a0b4947ff9df6e3d9af3a@www.sentry.macopedia-dev.pl,Dariusz.deka@raben-group.com,artur.orlowski@raben-group.com,dariusz.deka@raben-group.com,freshlogistics@raben-group.com,karolina.kamrowska@raben-group.com,maciej.dzioban@raben-group.com,recepcjafl@raben-group.com,robert.kozak@raben-group.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwa MAGAZYN,+48 61 867 17 26,https://bwa.com.pl/,andrzej@bwa.com.pl,hania@bwa.com.pl,piotr@bwa.com.pl,tadeusz@bwa.com.pl,wojtek@bwa.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raben Logistics Polska hala 10 Bolsius,+48 61 898 81 00,https://polska.raben-group.com/?utm_source=Google&utm_medium=GMB+RLP&utm_campaign=GMB+RLP,759ec9b3154a0b4947ff9df6e3d9af3a@www.sentry.macopedia-dev.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centrum Magazynowe Paczkowo,+48 61 815 86 22,http://www.bud-rental.pl/,biuro@bud-rental.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westwing ELC7,,http://westwing.pl/,service@westwing.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raben Logistics Polska oddział w Gądkach | Magazynowanie i Transport,,https://polska.raben-group.com/uslugi-logistyczne/logistyka-kontraktowa/magazynowanie-towarow/magazyn-gadki?utm_source=GMP&utm_medium=Gadki,759ec9b3154a0b4947ff9df6e3d9af3a@www.sentry.macopedia-dev.pl,biuro@domena.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSV,+48 22 164 83 80,https://www.dsv.com/pl-pl/,info@cookieinformation.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell Kostrzyn,+48 61 891 91 70,http://bellpolska.com.pl/,dzmp@bellpolska.com.pl,faktury@bellpolska.com.pl,kontakt@bellpolska.com.pl,marketing@bellpolska.com.pl,zamowienia@bellpolska.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H&M Group (Sellpy),,https://www.facebook.com/share/1AQosxJeYX/?mibextid=wwXIfr,rekrutacja.robakowo@hm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Park Poznań III,+48 22 218 36 00,https://www.prologispoznan3.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeronimo Martins Distribution SA Distribution Centre,+48 61 654 80 01,http://karierawjm.pl/,jmp.rekrutacja@jeronimo-martins.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Fulfillment,+48 603 781 473,https://emarathon.eu/magazynowanie/,inquiry@emarathon.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7R Park Poznań East II,+48 22 270 13 90,https://www.7rsa.pl/magazyny/7R-Park-Poznan-East-II,bartosz.kwasniewski@7rsa.pl,biuro@7rsa.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ORBICO Sp. z o.o., oddz. Supply, Centrum Dystrybucyjne Robakowo",+48 692 470 849,https://www.orbicosupply.com/pl,sales.supply.pl@orbico.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colian Logistic Sp. z o.o. Transport Poznań,+48 61 646 00 91,https://www.colianlogistic.pl/kontakt,atrawkowska@colian.com,djaszczynska@colian.com,djeromin@colian.com,handlowy@colian.com,ihonchar@colian.com,jhyla@colian.com,jkraska@colian.com,jkraskazosik@colian.com,mwojewodzka@colian.com,platnosci_cl@colian.com,psalamon@colian.com,referenci_cl@colian.com,rtalar@colian.com,tadamczyk@colian.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermespol,+48 697 224 020,https://hermespol.com.pl/,biuro@hermespol.com.pl,coordinator@hermespol.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logseron Sp. z o.o.,+48 518 738 318,http://www.logseron.pl/,biuro@logseron.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raben Logistics Polska,+48 61 898 81 00,https://polska.raben-group.com/uslugi-logistyczne/logistyka-kontraktowa/magazynowanie-towarow/magazyn-gadki?utm_source=GMP&utm_medium=Gadki,759ec9b3154a0b4947ff9df6e3d9af3a@www.sentry.macopedia-dev.pl,biuro@domena.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luna24.pl Logistyka,+48 602 701 800,https://www.logistyka.luna24.pl/,logistyka@luna24.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIP Group S.A.brama główna,+48 61 659 89 50,http://www.clip-group.com/,bok@clip-group.com,u003Ebok@clip-group.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKEA Industry Poland Sp. z o.o. Logistics Center,+48 91 464 70 00,https://www.industry.ikea.pl/,IKEAIndustry.poland@inter.IKEA.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTSIDE SZCZECIN by LemonTree,,https://lemontree.realestate/,%20office@lemontree.realestate,office@lemontree.realestate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Nowogard,+48 690 000 225,https://www.hillwood.pl/,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKL POLAND Sp. z o.o.,,https://www.logumklosterlys.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,lkl@loegumklosterlys.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
